BXinth,[BTC]
BitTrex,[BTC]
Cryptopia,"[UNO, DOGE, LTC, POP, DOT, XMR, ETH, BTC, FTC]"
Cryptsy,[BTC]
Novaexchange,"[DOGE, BTC, ETH, LTC]"
Poloniex,"[XMR, USD, BTC]"
