BitTrex,[BTC]
CCEX,[BTC]
Cryptopia,"[DOT, DOGE, LTC, UNO, FTC, BTC, XMR]"
Novaexchange,"[ETH, BTC, DOGE, ESP2]"
Yobit,"[DOGE, BTC, USD, ETH, RUR, WAVES]"
