BitTrex,"[BTC, ETH]"
CCEX,"[BTC, DOGE, USD]"
Cryptopia,"[DOT, LTC, XMR, UNO, FTC, BTC, DOGE]"
LiveCoin,"[LEO, ETH, BTC]"
Novaexchange,"[BTC, ETH]"
