BTC38,"[BTC, CNY]"
BTER,"[BTC, CNY]"
BitTrex,[BTC]
Bleutrade,"[BTC, ETH, DOGE]"
CCEDK,"[USD, DKK, EUR, BTC]"
Cryptopia,"[ETH, LTC, DOGE, DOT, FTC, UNO, XMR, BTC, POP]"
Cryptsy,"[LTC, BTC, XRP]"
Jubi,[CNY]
LiveCoin,[BTC]
Novaexchange,"[ETH, LTC, DOGE, BTC]"
Poloniex,"[BTC, XMR]"
TuxExchange,[BTC]
