BitTrex,[BTC]
CCEX,"[BTC, ETH, USD, LTC, DOGE]"
EtherDelta,[ETH]
HitBTC,"[ETH, BTC]"
LiveCoin,[BTC]
Novaexchange,"[DOGE, BTC, ETH, LTC]"
