BTER,[BTC]
BitTrex,[BTC]
Cexio,[BTC]
Coinse,[BTC]
Cryptopia,"[XMR, POP, FTC, DOGE, LTC, BTC, DOT, UNO, ETH]"
Cryptsy,"[XRP, BTC, LTC]"
Novaexchange,"[DOGE, ETH, LTC, BTC]"
Yobit,"[DOGE, USD, ETH, BTC, RUR]"
