BitTrex,[BTC]
Cryptopia,"[BTC, DOGE, LTC, UNO]"
EtherDelta,[ETH]
Novaexchange,"[ETH, LTC, BTC, DOGE, KIC]"
Poloniex,[BTC]
Yobit,"[ETH, USD, DOGE, RUR, WAVES, BTC]"
